RecommendationId,Stars
1,3.67452543988905
2,3.67452543988905
3,3.67452543988905
4,3.67452543988905
5,3.67452543988905
6,3.67452543988905
7,3.67452543988905
8,3.67452543988905
9,3.67452543988905
10,3.67452543988905
11,3.67452543988905
12,3.67452543988905
13,3.67452543988905
14,3.67452543988905
15,3.67452543988905
16,3.67452543988905
17,3.67452543988905
18,3.67452543988905
19,3.67452543988905
20,3.67452543988905
21,3.67452543988905
22,3.67452543988905
23,3.67452543988905
24,3.67452543988905
25,3.67452543988905
26,3.67452543988905
27,3.67452543988905
28,3.67452543988905
29,3.67452543988905
30,3.67452543988905
31,3.67452543988905
32,3.67452543988905
33,3.67452543988905
34,3.67452543988905
35,3.67452543988905
36,3.67452543988905
37,3.67452543988905
38,3.67452543988905
39,3.67452543988905
40,3.67452543988905
41,3.67452543988905
42,3.67452543988905
43,3.67452543988905
44,3.67452543988905
45,3.67452543988905
46,3.67452543988905
47,3.67452543988905
48,3.67452543988905
49,3.67452543988905
50,3.67452543988905
51,3.67452543988905
52,3.67452543988905
53,3.67452543988905
54,3.67452543988905
55,3.67452543988905
56,3.67452543988905
57,3.67452543988905
58,3.67452543988905
59,3.67452543988905
60,3.67452543988905
61,3.67452543988905
62,3.67452543988905
63,3.67452543988905
64,3.67452543988905
65,3.67452543988905
66,3.67452543988905
67,3.67452543988905
68,3.67452543988905
69,3.67452543988905
70,3.67452543988905
71,3.67452543988905
72,3.67452543988905
73,3.67452543988905
74,3.67452543988905
75,3.67452543988905
76,3.67452543988905
77,3.67452543988905
78,3.67452543988905
79,3.67452543988905
80,3.67452543988905
81,3.67452543988905
82,3.67452543988905
83,3.67452543988905
84,3.67452543988905
85,3.67452543988905
86,3.67452543988905
87,3.67452543988905
88,3.67452543988905
89,3.67452543988905
90,3.67452543988905
91,3.67452543988905
92,3.67452543988905
93,3.67452543988905
94,3.67452543988905
95,3.67452543988905
96,3.67452543988905
97,3.67452543988905
98,3.67452543988905
99,3.67452543988905
100,3.67452543988905
101,3.67452543988905
102,3.67452543988905
103,3.67452543988905
104,3.67452543988905
105,3.67452543988905
106,3.67452543988905
107,3.67452543988905
108,3.67452543988905
109,3.67452543988905
110,3.67452543988905
111,3.67452543988905
112,3.67452543988905
113,3.67452543988905
114,3.67452543988905
115,3.67452543988905
116,3.67452543988905
117,3.67452543988905
118,3.67452543988905
119,3.67452543988905
120,3.67452543988905
121,3.67452543988905
122,3.67452543988905
123,3.67452543988905
124,3.67452543988905
125,3.67452543988905
126,3.67452543988905
127,3.67452543988905
128,3.67452543988905
129,3.67452543988905
130,3.67452543988905
131,3.67452543988905
132,3.67452543988905
133,3.67452543988905
134,3.67452543988905
135,3.67452543988905
136,3.67452543988905
137,3.67452543988905
138,3.67452543988905
139,3.67452543988905
140,3.67452543988905
141,3.67452543988905
142,3.67452543988905
143,3.67452543988905
144,3.67452543988905
145,3.67452543988905
146,3.67452543988905
147,3.67452543988905
148,3.67452543988905
149,3.67452543988905
150,3.67452543988905
151,3.67452543988905
152,3.67452543988905
153,3.67452543988905
154,3.67452543988905
155,3.67452543988905
156,3.67452543988905
157,3.67452543988905
158,3.67452543988905
159,3.67452543988905
160,3.67452543988905
161,3.67452543988905
162,3.67452543988905
163,3.67452543988905
164,3.67452543988905
165,3.67452543988905
166,3.67452543988905
167,3.67452543988905
168,3.67452543988905
169,3.67452543988905
170,3.67452543988905
171,3.67452543988905
172,3.67452543988905
173,3.67452543988905
174,3.67452543988905
175,3.67452543988905
176,3.67452543988905
177,3.67452543988905
178,3.67452543988905
179,3.67452543988905
180,3.67452543988905
181,3.67452543988905
182,3.67452543988905
183,3.67452543988905
184,3.67452543988905
185,3.67452543988905
186,3.67452543988905
187,3.67452543988905
188,3.67452543988905
189,3.67452543988905
190,3.67452543988905
191,3.67452543988905
192,3.67452543988905
193,3.67452543988905
194,3.67452543988905
195,3.67452543988905
196,3.67452543988905
197,3.67452543988905
198,3.67452543988905
199,3.67452543988905
200,3.67452543988905
201,3.67452543988905
202,3.67452543988905
203,3.67452543988905
204,3.67452543988905
205,3.67452543988905
206,3.67452543988905
207,3.67452543988905
208,3.67452543988905
209,3.67452543988905
210,3.67452543988905
211,3.67452543988905
212,3.67452543988905
213,3.67452543988905
214,3.67452543988905
215,3.67452543988905
216,3.67452543988905
217,3.67452543988905
218,3.67452543988905
219,3.67452543988905
220,3.67452543988905
221,3.67452543988905
222,3.67452543988905
223,3.67452543988905
224,3.67452543988905
225,3.67452543988905
226,3.67452543988905
227,3.67452543988905
228,3.67452543988905
229,3.67452543988905
230,3.67452543988905
231,3.67452543988905
232,3.67452543988905
233,3.67452543988905
234,3.67452543988905
235,3.67452543988905
236,3.67452543988905
237,3.67452543988905
238,3.67452543988905
239,3.67452543988905
240,3.67452543988905
241,3.67452543988905
242,3.67452543988905
243,3.67452543988905
244,3.67452543988905
245,3.67452543988905
246,3.67452543988905
247,3.67452543988905
248,3.67452543988905
249,3.67452543988905
250,3.67452543988905
251,3.67452543988905
252,3.67452543988905
253,3.67452543988905
254,3.67452543988905
255,3.67452543988905
256,3.67452543988905
257,3.67452543988905
258,3.67452543988905
259,3.67452543988905
260,3.67452543988905
261,3.67452543988905
262,3.67452543988905
263,3.67452543988905
264,3.67452543988905
265,3.67452543988905
266,3.67452543988905
267,3.67452543988905
268,3.67452543988905
269,3.67452543988905
270,3.67452543988905
271,3.67452543988905
272,3.67452543988905
273,3.67452543988905
274,3.67452543988905
275,3.67452543988905
276,3.67452543988905
277,3.67452543988905
278,3.67452543988905
279,3.67452543988905
280,3.67452543988905
281,3.67452543988905
282,3.67452543988905
283,3.67452543988905
284,3.67452543988905
285,3.67452543988905
286,3.67452543988905
287,3.67452543988905
288,3.67452543988905
289,3.67452543988905
290,3.67452543988905
291,3.67452543988905
292,3.67452543988905
293,3.67452543988905
294,3.67452543988905
295,3.67452543988905
296,3.67452543988905
297,3.67452543988905
298,3.67452543988905
299,3.67452543988905
300,3.67452543988905
301,3.67452543988905
302,3.67452543988905
303,3.67452543988905
304,3.67452543988905
305,3.67452543988905
306,3.67452543988905
307,3.67452543988905
308,3.67452543988905
309,3.67452543988905
310,3.67452543988905
311,3.67452543988905
312,3.67452543988905
313,3.67452543988905
314,3.67452543988905
315,3.67452543988905
316,3.67452543988905
317,3.67452543988905
318,3.67452543988905
319,3.67452543988905
320,3.67452543988905
321,3.67452543988905
322,3.67452543988905
323,3.67452543988905
324,3.67452543988905
325,3.67452543988905
326,3.67452543988905
327,3.67452543988905
328,3.67452543988905
329,3.67452543988905
330,3.67452543988905
331,3.67452543988905
332,3.67452543988905
333,3.67452543988905
334,3.67452543988905
335,3.67452543988905
336,3.67452543988905
337,3.67452543988905
338,3.67452543988905
339,3.67452543988905
340,3.67452543988905
341,3.67452543988905
342,3.67452543988905
343,3.67452543988905
344,3.67452543988905
345,3.67452543988905
346,3.67452543988905
347,3.67452543988905
348,3.67452543988905
349,3.67452543988905
350,3.67452543988905
351,3.67452543988905
352,3.67452543988905
353,3.67452543988905
354,3.67452543988905
355,3.67452543988905
356,3.67452543988905
357,3.67452543988905
358,3.67452543988905
359,3.67452543988905
360,3.67452543988905
361,3.67452543988905
362,3.67452543988905
363,3.67452543988905
364,3.67452543988905
365,3.67452543988905
366,3.67452543988905
367,3.67452543988905
368,3.67452543988905
369,3.67452543988905
370,3.67452543988905
371,3.67452543988905
372,3.67452543988905
373,3.67452543988905
374,3.67452543988905
375,3.67452543988905
376,3.67452543988905
377,3.67452543988905
378,3.67452543988905
379,3.67452543988905
380,3.67452543988905
381,3.67452543988905
382,3.67452543988905
383,3.67452543988905
384,3.67452543988905
385,3.67452543988905
386,3.67452543988905
387,3.67452543988905
388,3.67452543988905
389,3.67452543988905
390,3.67452543988905
391,3.67452543988905
392,3.67452543988905
393,3.67452543988905
394,3.67452543988905
395,3.67452543988905
396,3.67452543988905
397,3.67452543988905
398,3.67452543988905
399,3.67452543988905
400,3.67452543988905
401,3.67452543988905
402,3.67452543988905
403,3.67452543988905
404,3.67452543988905
405,3.67452543988905
406,3.67452543988905
407,3.67452543988905
408,3.67452543988905
409,3.67452543988905
410,3.67452543988905
411,3.67452543988905
412,3.67452543988905
413,3.67452543988905
414,3.67452543988905
415,3.67452543988905
416,3.67452543988905
417,3.67452543988905
418,3.67452543988905
419,3.67452543988905
420,3.67452543988905
421,3.67452543988905
422,3.67452543988905
423,3.67452543988905
424,3.67452543988905
425,3.67452543988905
426,3.67452543988905
427,3.67452543988905
428,3.67452543988905
429,3.67452543988905
430,3.67452543988905
431,3.67452543988905
432,3.67452543988905
433,3.67452543988905
434,3.67452543988905
435,3.67452543988905
436,3.67452543988905
437,3.67452543988905
438,3.67452543988905
439,3.67452543988905
440,3.67452543988905
441,3.67452543988905
442,3.67452543988905
443,3.67452543988905
444,3.67452543988905
445,3.67452543988905
446,3.67452543988905
447,3.67452543988905
448,3.67452543988905
449,3.67452543988905
450,3.67452543988905
451,3.67452543988905
452,3.67452543988905
453,3.67452543988905
454,3.67452543988905
455,3.67452543988905
456,3.67452543988905
457,3.67452543988905
458,3.67452543988905
459,3.67452543988905
460,3.67452543988905
461,3.67452543988905
462,3.67452543988905
463,3.67452543988905
464,3.67452543988905
465,3.67452543988905
466,3.67452543988905
467,3.67452543988905
468,3.67452543988905
469,3.67452543988905
470,3.67452543988905
471,3.67452543988905
472,3.67452543988905
473,3.67452543988905
474,3.67452543988905
475,3.67452543988905
476,3.67452543988905
477,3.67452543988905
478,3.67452543988905
479,3.67452543988905
480,3.67452543988905
481,3.67452543988905
482,3.67452543988905
483,3.67452543988905
484,3.67452543988905
485,3.67452543988905
486,3.67452543988905
487,3.67452543988905
488,3.67452543988905
489,3.67452543988905
490,3.67452543988905
491,3.67452543988905
492,3.67452543988905
493,3.67452543988905
494,3.67452543988905
495,3.67452543988905
496,3.67452543988905
497,3.67452543988905
498,3.67452543988905
499,3.67452543988905
500,3.67452543988905
501,3.67452543988905
502,3.67452543988905
503,3.67452543988905
504,3.67452543988905
505,3.67452543988905
506,3.67452543988905
